539,The Fundamental Atomic Constants,J. H. Sanders,Oxford University Press,1965,Second,,Progress Reports In Atomic Physics; Early Measurements; Light Velocity; Precise Measurements,Ex-Libris,,M
,Integrated Optics: Theory and Technology,R. G. Hunsperger,Springer-Verlag,1991,Third,33,Optics; Waveguides; Coupling Between Waveguides; Electro-Optic Modulators; Semiconductor Lasers; Heterostructure; Feedback Lasers; Quantum Well Devices,,,Y
,Physical Optics,Robert W. Wood,The Macmillan Company,1934,Third,,Optics; Rectilinear Propagation; Refraction of Light; Dispersion; Spectra; Interference; Diffraction; Polarization; Reflection; Refraction; Scattering of Light; Raman Effect; Rotary Polarization; Fluorescence; Magneto-Optics; Thermal Radiation,T. E. Nevin,,Y
,Optics,W. H. A. Fincham; M. H. Freeman,Butterworths,1980,Ninth,,Optics; Propagation of Light; Thin Lens; Photometry; Nature of Light; Photometry; Dispersion; Polarization; Aberrations,D. M. Duggan,,Y
,Fundamentals of Optics,Francis A. Jenkins; Harvey E. White,McGraw-Hill Book Co. ,1957,Third,,Optics; Geometrical Optics; Physical Optics; Quantum Optics,Paul Allen,,Y
,The Electrical and Magnetic Properties of Solids,N. Cusack,"Longmans, Green and Co. ",1958,,,Electromag; Free Electron Gas Model; Work Function; Contact Potential; Thermionic Emission; Photoelectric Emission; Band Theory of Solids; Electrical Conductivity; Semiconductors; Magnetism; Ferromagnetism; Superconductivity; Dielectrics,Paul Allen,,Y
,Electricity And Magnetism,W. J. Duffin,McGraw-Hill Book Co. ,1965,,,Electromag; Electric Charge; Law of Force; Electric Field Strength; Electrostatics; Capacitance; Steady Electric Current; Dipoles; Varrying Currents; Conduction; Dielectrics; Maxwells Equations,T. E. Nevin,,Y
,Plasmas – Laboratory and Cosmic,Forrest I. Boley,D. Van Nostrand Co.,1966,,,Electromag; Plasma; Conducting Fluid; Lab Plasma; Natural Plasma,,,Y
,Electricity and Magnetism,Sydney G. Starling,"Longmans, Green and Co. ",1945,Seventh,,Electromag; Magnetism; Electrostatics; Thermo-electricity;  Varrying Currents; AC; Radioactivity,Kevin Carroll,,Y
,"“Theoretical Physics: Thermodynamics, Electromagnetism, Waves and Particles”",F. Woodbridge Constant,Addison Wesley Publishing,1958,,,Electromag; Thermodynamics; Kinetic Theory; Coulombs Law; Amperes Law; Faradays Law; Maxwells Equations; Waves; Particles; Relativity; Wave Mechanics,T. E. Nevin,,Y
,Electricity and Magnetism,Sydney G. Starling,"Longmans, Green and Co. ",1945,Seventh,,Electromag; Magnetism; Electrostatics; Thermo-electricity;  Varrying Currents; AC; Radioactivity,Kevin Carroll,,Y
,Introduction to Electrodynamics and Radiation,Walter T. Grandy,Academic Press,1970,,,Electromag; Relativity; Tensor Analysis; Space Time; Scattering Processes; Electron; Quantization; Quantum Mechanics; Radiative Corrections; Covariant Quantym Electrodynamics,T. E. Nevin,,Y
,A History of the Theories of Aether and Electricity,E. T. Whittaker,"Longmans, Green and Co. ",1910,,,Electromag; History; Galvanism; Aether; Faraday; Maxwell,,,Y
,The Story of Atomic Energy,Frederick Soddy,New Atlantis Publication,1949,,,Nuclear; Energy; Electricity; X-ray; Isotopes; Quantum Theory; Fission; Transmutation,Ex-Libris,,M
,Nuclear Power USA,Walter H. Zinn; Frank K. Pittman; John F. Hogerton,McGraw-Hill Book Co. ,1964,,,Nuclear; Power Generation; Reactor Technology; Nuclear Power Application; Isotopic Power,T. E. Nevin,,M
,Proceedings of the Rutherford Jubilee International Conference,J. B. Birks,Heywood and Co. ,1961,,,Nuclear; High Energy Investigations of Nuclei; Nuclei Motion; Direct Interactions; Weak Interactions; Research Papers,Ex-Libris,,M
,Principles of Radiation Protection: A Textbook of Health Physics,K. Z. Morgan; J. E. Turner,John Wiley And Sons,1967,,,Nuclear; Ionizing Radiation; Heavy Charged Particles; Gamma Rays; Radiation Dosimetry; Beta Rays; Radiation Biophysics,Ex-Libris,,Y
,Health Physics: Principles of Radiation Protection,D. J. Rees,Butterworths,1967,,,Nuclear; Radiation; Radioactivity; X-ray; Radiation Dosimetry; Biological Effects; Radioisotope Laboratories,Ex-Libris,,Y
,Nuclear Physics: An Introduction ,W. E. Burcham,Longmans,1963,,,Nuclear; Natural Radioactivity; Spectroscopy; Ionizing Radiation; Nuclear Detectors; Static Nuclei; Dynamic Nuclei,,,
,Some Recent Research in Solar Physics,F. Hoyle,Cambridge University Press,1949,,,Astro; Sunspots; Chromosphere; Corona; Radio Wave Emission from Sun,T. E. Nevin,,Y
,Physical Cosmology,P. J. E. Peebles,Princeton University Press,1971,,,Astro; History of Cosmology; Homogeneity; Isotropy of Universe; Hubbles Constants; Cosmic Time Scale; Mean Mass Density; Microwave Background; Primeval Helium,T. E. Nevin,,Y
,Gaseous Nebulae,L. H. Aller,Chapman And Hall,1956,,3,Astro; Gaseous Nebulae; Observing Methods; Forbidden Lines; Diffuse Gaseous Nebulae,Dunbink Observatory,,Y
,Populations of High Energy Sources in Galaxies,E. J. A. Meurs; G. Fabbiano,Cambridge University Press,2005,,,Astro; Key Source Categories in Galaxy; ISM; Population Studies in Near Galaxies; Source Classes; High Energy Population Synthesis; High Redshift,,,Y
,Modern Cosmology,D. W. Sciama,Cambridge University Press,1972,,,Astro; Milky Way; Radio Galaxies; Quasi Stellar Objects; Universe Models; Atomic Hydrogen; Helium; Cosmic Microwave Radiation; Isotropy,,,Y
,Towards the Edge of the Universe: A Review of Modern Cosmology,Staurt Clark,John Wiley And Sons,1997,,,Astro; Galaxy; Observational Cosmology; Big Bang; Cosmological Distance Ladder; Active Galaxies; Iras Galaxies; Glow Frokm the Edge; Universe Fate,Alex Montwill,,Y
,Planetary Nebulae: A Study of Late Stages of Stellar Evolution,Stuart R. Pottasch,D. Reidel Publishing Co.,1984,,107,Astro; Planetary Nebulae Distribution in Galaxy; Emission Lines; Distance to Nebulae; Morphology; Central Star Temperature; Evolution of Central Star; Evolution from Red Giant to Planetary Nebula,,,Y
,Cosmic Ray Physics,D. J. X. Montgomery,Princeton University Press,1949,,,Astro; Cosmic Ray Aparratus; Cosmic Ray Intensity; Hard Component; Soft Component,T. E. Nevin,,Y
,Cosmic Ray Physics: Nuclear and Astrophysical Aspects,Satio Hayakawa,Wiley-Interscience ,1969,,,Astro; High Energy Particle Interactions; Cosmic Ray Behaviour; Air Showers,Ex-Libris,,Y
,Progress in Cosmic Ray Physics,J. G. Wilson,North Holland Publishing Co.,1952,,,Astro; Radiative Collisions; Elastic Collisions; Unstable Heavy Cosmic Ray Particles; Decay of; Nucleon Coupling; Primary Cosmic Radiation; Geomagnetic Effects; Equilibrium of Cosmic Ray; Time Variation of Intensity,T. E. Nevin,,Y
,Cosmic Ray Physics,D. J. X. Montgomery,Princeton University Press,1949,,,Astro; Cosmic Ray Aparratus; Cosmic Ray Intensity; Hard Component; Soft Component,Ex-Libris,,Y
,The Realm of the Terrestrial Planets,Zdenek Kopal,Institute of Physics Conference Series,1979,,,Astro; Exploring by Spacecraft; Lunar; Planets; Micro Planets,,,Y
,The Cosmic Voyage: Through Time and Space,William K. Hartmann,Wadsworth Publishing Co. ,1990,,,Astro; Solar System; Galaxies; Stellar Evolution; Earth Moon System,,,Y
,The Norwegian Aurora Polaris Expedition 1902 – 1903,K. R. Birkeland,"Longmans, Green and Co. ",1908,,1,Astro; Magnetic Storms; Research; History,T. E. Nevin,,Y
,Astronomy For Dummies,Stephen P. Maran,IDG Books Worldwide ,1999,,,Astro; Observational Astronomy; Solar System; Stellar Synthesis,,,Y
,Astrophysics: The Atmospheres of the Sun and Stars,Lawrence H. Aller,The Ronald Press Company,1963,Second,,Astro; Atomic Spectra; Radiation Emission and Absorption; Star Radiation; Fraunhoffer; Dwarf Star; Active Sun,,,Y
,Sourcebook on The Space Sciences,Samuel Glasstone,D. Van Nostrand Co.,1965,,,Astro; Space Orbits; Trajectories; Rocket Propulsion; Tracking; Meteorology; Sun; Solar System; Earth; Moon; Universe; Space Travel,,,Y
,Modern Cosmology,D. W. Sciama,Cambridge University Press,1972,,,Astro; Milky Way; Radio Galaxies; Quasi Stellar Objects; Universe Models; Atomic Hydrogen; Helium; Cosmic Microwave Radiation; Isotropy,Duffy,,Y
,Extensive Air Showers,William Galbraith,Butterworths,1958,,,Astro; Air Shower Development; Density Distribution of Electrons; Penetrating Particles; Longitudinal Development;Cerenkov Radiation,Ex-Libris,,Y
,Monthly Notices of the Royal Astronomical Society,Various Authors,Royal Astronomical Society,1950,  ,110,Astro; Comets; Earth; Interstellar Matter; Planets; Radiation; Radio; Spectroscopy; Stars; Research Papers,Ex-Libris,,M
,Mathematics for Physicists,Phillippe Dennery; Andre Krzywicki,Harper and Row,1967,,,Math Phys; Analytic Functions; Set Theory; Linear Vector Spaces; Orthogonal Polynomials; Fourier Analysis; Differential Equations; Greens Function,T. E. Nevin,,Y
,A Course of Mathematics for Engineers and Scientists,Brian H. Chirgwin; Charles Plumpton,Pergamon Press,1963,,3,Math Phys; Plane Statistics; Kinematics; Particle Dynamics; Systems of Particles; Stability; Impulsive Motion; Unplanar Motion of Rigid Body,,,Y
,Group Theory and Its Physical Applications,L. M. Falicov,The University Of Chicago Press,1966,,,Math Phys; Representations; Quantum Mechanics; Direct Product Theory; Crystla and Molecular Symmetry; Solid State Physics; Time Reversal Symmetry; Continuous Groups,Ex-Libris,,Y
,Methods of Mathematical Physics,Harold Jeffreys; Bertha Swirles Jeffreys,Cambridge University Press,1946,,,Math Phys; Vectors; Tensors; Matrices; Potential Theory; Numerical Methods; Calculus of Variation; Complex Variable Functions; Fouriers Theorem; Asymptotic Expansions; Potential Waves and Heat Conduction; Bessel Function; Hypergeometric Function; Elliptic Functino,T. E. Nevin,,Y
,The Theory of Relativity,C. Moller,Oxford Clarendon Press,1952,,,Relativity; Special Relativity; Relativistic Kinematics; Relativistic Mechanics; Tensor Calculus; Electrodynamics in Vacuum; General Closed Systems; General Relativity; Permanent Gravitational Fields; Gravity in General Relativity; Cosmological Problem,,,Y
,Special Relativity,W. Rindler,Oliver And Boyd,1960,,,Relativity; Special Relativity; Relativistic Kinematics; Relativistic Optics; Space Time; Waves; Tensors,T. E. Nevin,,Y
,An Introduction to the Theory of Relativity,Peter Gabriel Bergmann,Prentice-Hall,1942,,,Relativity; Special Relativity; General Relativity; Unified Field Theories; Weyls Gauge Invariant Geometry; Kaluza Five,T. E. Nevin,,Y
,Relativity: The Special and the General Theory,Albert Einstein,Methuen And Co.,1957,,,Relativity; Special Relativity; Lorentz Transformation; General Relativity; Cosmological Difficulties; Space Structure,Michael Grimley,,Y
,Differential Forms in General Relativity,W. Israel,Dublin Institute for Advanced Studies,1979,Second,,Relativity; Wedge Product; Integral Theorems; Riemannian Geomtry; Bivectors; Complex Vectorial Calculus; Null Rays; Goldberg Sach,T. E. Nevin,,Y
,An Introduction to Relativistic Quantum Field Theory,Silvan S. Schweber,Harper and Row,1962,,,Relativity; Symmetry Principles; Lorentz Group; Klein Gordon; Dirac Equation; Nonrelativistic; Field Interactions; Formal Theory of Scattering; Reduction S Matrix; Feynman Diagrams; Heisenberg; Axiomatic Form,Paul Allen,,Y
,Einstein's Theory of Relativity,Max Born,Methuen And Co.,1924,,,Relativity; Cosmology; Classical Mechanics; Newtonian World System; Optics; Special Relativity; General Relativity,D. A. S. ,,Y
,Introduction to Special Relativity,T. M. Helliwell,Allyn and Bacon,1966,,,Relativity; Aberration of Light; Time Dilation; Lengths; Simultaneity; Lorentz Transformation; Relativistic Momentum; Massless Particles; Particle Collisions and Decay; Spacetime; Relativistic Forces,T. E. Nevin,,Y
,Relativity: An Introduction to the Special Theory,A. P. French,Massachusetts Institute of Technology,1966,,,Relativity; Propagation of Light; Lorentz Einstein Transformations; Length and Time; Relativistic Kinematics; Relativistic Collisions; Relativistic Dynamics; Relativity and Electricity,T. E. Nevin,,Y
,Soft X-Ray Experiments: Dynamic Probing of Thin Layers,Hedser Van Brug,Drukkerij Elinkwijk,1988,,,Nuclear; Dynamic Probing of Thin Layers; Soft X-Ray; Emission; Absorption; Reflection,,,Y
,The Rutherford Memorial Lectures 1958,Neils Bohr,Proceedings of the Physical Society,1958,,,Nuclear; History; Nuclear Science Founder; Developments in Nuclear Science,,,Y
,Nuclear Physcs,Irving Kaplan,Addison Wesley Publishing,1955,,,Nuclear; Chemical Foundation of Atomic Theory; Nuclear Atom; X-Ray; Atomic Structure; Quantum Theory of Radiation; Special Relativity; Atomic Spectra; Isotopes; Natural Radioactivity; Artifical Radioactivity; Beta Decay; Alpha Decay; Gamma Rays and Decay; Nuclear Forces; Neutron Physics; Fission; Charged Particles Acceleration; Isotope Separation,T. E. Nevin,,Y
,Report on the Atom: What You Should Know About Atomic Energy,Gordon Dean,Eyre and Spottiswoode,1954,,,Nuclear; Uranium; Weapons; Radioisotopes; ,T. E. Nevin,,Y
,Excited States of Nuclei,S. Devons,Cambridge University Press,1949,,,Nuclear; Bound State Excitation; Virtual States; Radiative Transitions; Nuclear Spectra,T. E. Nevin,,Y
,Nuclear Interactions,Sergio DeBenedetti,John Wiley And Sons,1964,,,Nuclear; General Properties; Light Nuclei; Medium and Heavy Nuclei; Scattering Experiments; Interactions Between Nucleons and Radiation; Nuclear Reactions; Pion Physics; Weak Interactions,T. E. Nevin,,Y
,The New Quantum Mechanics,George Birtwistle,Cambridge University Press,1928,,,QM; Series Spectra; Zeeman Effect; Atomic Magnetism; Pauli Verbot; Electron Spin; X-Ray Spectra; Heisenberg; Harmonic Oscillator; Angular Momentum; Lande; Wave Mechanics; Schrodinger; Fermi Dirac,T. E. Nevin,,Y
,Quantum Mechanics,Edward U. Condon; Philip M. Morse,McGraw-Hill Book Co. ,1929,First,,QM; Waves; Harmonic Oscillator; External Fields Mechanical Systems; Diatomic Molecules; Aperiodic Phenomena,T. E. Nevin,,Y
,Fundamentals of Modern Physics,Robert Martin Eisberg,John Wiley And Sons,1961,,,QM; Relativity; Thermal Radiation; Quantum Theory; Electrons; Quanta; Atomic Nucleus; Particles; Schroedinger; Perturbation Theory; Magnetic Moments; Spin; Identical Particles; X-Ray; Collision Theory,T. E. Nevin,,Y
,Quantum Radio Frequency Physics,L .D. Stepin,The M.I.T. Press,1965,,,QM; Magnetic Resonance; Paramagnetic Resonance; Nuclear Magnetic Resonance; Masers; Radio Frequency Spectroscopy; Ammonia Beam Molecular Oscillator,T. E. Nevin,,Y
,Quantum Electrodynamics,Paul A. M. Dirac,The Dublin Institute for Advanced Studies,1943,,,QM; Quantum Electrodynamics,T. E. Nevin,,Y
,Relativistic Quantum Mechanics,James D. Bjorken; Sydney D. Drell,McGraw-Hill Book Co. ,1964,,,QM; Dirac Equation; Lorentz Covariance; Foldy Wouthuysen; Hole Theory; Propagator Theory; Klein Gordon; Nonelectromagnetic Interactions,T. E. Nevin,,Y
,Quantum Physics: Berkeley Physics Course,Eyvind H. Wichmann,McGraw-Hill Book Co. ,1967,,4,QM; Energy Levels; Photons; Quantum Mechanical Theory of Measurement; Schrodinger; Interactions,T. E. Nevin,,Y
,Introductory Quantum Mechanics,Vladimir Rojansky,Prentice-Hall,1938,,,QM; Schroedinger; De Broglie Waves; Constant of Motion; Linear Operators; Heisenberg; Spin; Pauli; Dirac Theory,T. E. Nevin,,Y
,The Structure of Line Spectra,Linus Pauling; Samuel Goudsmit,McGraw-Hill Book Co. ,1930,First,,QM; Hydrogen Atom Stationary States; Alkali Like Atoms; Vector Atom Model; Polarization of Spectral Lines; X-Ray Spectra; Pauli Exclusion Principle; Hyperfine Structure; Zeeman Effect,T. E. Nevin,,Y
,Quanta,J. Andrade e Silva; G. Lochak,World University Library,1969,,,QM; Quanta; Corpuscles,T. E. Nevin,,Y
,Introduction to Quantum Electrodynamics,A. A. Sokolov,United States Atomic Energy Commission,1960,,1,QM; Free Field Theory; Maxwells Equations; Dirac Equation; Electron Interaction; Bremsstrahlung,T. E. Nevin,,Y
,Introduction to Quantum Electrodynamics,A. A. Sokolov,United States Atomic Energy Commission,1960,,2,QM; Positrons; Cascade Theory; Greens Function; Polarization; Hydrogen Atom; Angular Momentum; Zeeman Effect; Atomic Spectra; Mesic Atoms,T. E. Nevin,,Y
,Quantum Mechanics and Objectivity: A Study of the Physical Philosophy of Werner Heisenberg,Patrick A. Heelan,Martinus Nijhoff,1965,,,QM; Heisenberg; Bohr; Quantum Measurement; Quantum Mechanics and Reality,T. E. Nevin,,Y
,Spectrophysics,Anne P. Thorne,Chapman And Hall,1974,,,QM; Molecular Structure; Light Sources; Dispersion; Diffraction Gratings; Interferometers; Spectroscopy; Emission and Absorption Lines; Plasma Spectroscopy,T. E. Nevin,,Y
,Understanding Quantum Mechanics,Gordon Troup,Methuen And Co.,1968,,,QM; Bra-ket; Bases; Vector Spaces; Schrodinger; Time Dependant; Harmonic Oscillator; Hydrogen Atom; Parity; Heisenberg,Alex Montwill,,Y
,Mossbauer Effect: Principles and Applications,Gunther K. Wertheim,Academic Press,1964,,,QM; Resonant Absorption; Mossbauer Experiment; Gamma Ray Spectrum; Counting Techniques; Relativity; Isomer Shift; Quadrupole Coupling; Hyperfine Structures; Chemical Applications,T. E. Nevin,,Y
,Microwave Spectroscopy,Walter Gordy; William V. Smith; Ralph F. Trambarulo,John Wiley And Sons,1953,,,QM; Microwave Spectrographs; Microwave Components; Microwave Spectra of Gas; Zeeman Effects; Spectra of Solids and Liquids; Nuclear Properties; Molecular Structure,T. E. Nevin,,Y
,Molecular Hydrogen and Its Spectrum,Owen Willans Richardson,Yale University Press,1934,,,QM; Hydrogen Molecular Ion; Pauli Exclusion Principle; Spin; Linear Oscillator; Singlet Spectrum; Triplet Spectrum; Raman Effect,T. E. Nevin,,Y
,Natural Philosophy of Cause and Chance,Max Born,Dover Publications,1964,,,QM; Causality; Determinism; Contiguity; Thermodynamics; Antecedence; Matter; Chance; Metaphysical ,L. Jacob,,Y
,Practical Spectroscopy,George R. Harrison; Richard C. Lord; John R. Loofbourow,Prentice-Hall,1948,,,QM; Spectrum; Spectroscopic Instruments; Diffraction Grating; Open Arcs; Atomic Spectra; Photometry; Raman Spectroscopy; Interferometric Spectroscopy,T. E. Nevin,,Y
,Introductory Quantum Electrodynamics,E. A. Power,Longmans,1964,,,QM; Maxwells Equations; Free Field; Quantization; Lamb Shift; Coulomb Gauge; Perturbation Theory; Lagrangian; Hamiltonian; Dirac Field,T. E. Nevin,,Y
,Problems in Quantum Mechanics,I. I. Gol'dman; V. D. Krivchenkov,Pergamon Press,1961,,,QM; One Dimensional Motion; Energy Spectrum; Potential Barrier; Angular Momentum; Centrally Symmetric Field; Atom; Scattering ,,,Y
,The Theory of Rotating Diatomic Molecules,Masataka Mizushima,John Wiley And Sons,1975,,,QM; Rotating Molecules; Group Theory; Born Oppenheimer; Virial; Orbital Angular Momentum; Hyperfine Interactions; Zeeman and Stark Effects; Hund Case,Ex-Libris,,Y
,Elementary Quantum Mechanics,R. W. Gurney,Cambridge University Press,1934,,,QM; Wave Equations; Uncertainty Principle; Two Interacting Particles; Electrons in Crystals; Perturbation Theory,T. E. Nevin,,Y
,Quantum Mechanics,A. S. Davydov,Pergamon Press,1965,,,QM; Quantum States; Representation Theory; Motion of Particle in Central Field of Force; Eigenvalues; Eigenfunctions; Quasi Relativistic; Quantum Scatteting; Chemical Bonds; Bosons,T. E. Nevin,,Y
,The Quantum Theory of Radiation,W. Heitler,Oxford Clarendon Press,1936,,,QM; Radiation; Field in Vacuum; Radiation Interaction with Matter; Positrons; High Energy Radiation Penetration,T. E. Nevin,,Y
,Quantum Mechanics,Leonard I. Schiff,McGraw-Hill Book Co. ,1955,Third,,QM; Schroedinger; Eigenfunctions and Eigenvalues; Bound States; Collision Theory; Matrices in Quantum Mechanics; Symmetry; Spin; Relativistic Wave Equation,D. Duggan,,Y
,Introduction to Quantum Field Theory,F. Mandl,Interscience Publishers,1959,,,QM; Classical Fields; Mesons; Fermions; Photons; Feynman Graphs; Compton Scattering; Coloum Scattering; Vacuum Polarization; Renormalization,T. E. Nevin,,Y
,Modern Physics,H. A. Wilson,Blackie And Son,1946,Second,,QM; Electrons; Magnetism; Thermionics; Critical Potentials of Atoms; X-rays; Gamma Rays; Optical Spectra; Ions; Atmosphere; Special Relativity; General Relativity,,,Y
,Applied Nuclear Theory and Nuclear Model Calculations for Nuclear Technology Applications,M. K. Mehta; J. J. Schmidt,World Scientific,1988,,,Nuclear; Nuclear Reactions; Fission; Fast Neutron; Research Papers,,,m
,Plasma Physics and Controlled Nuclear Fusion Research,Various Authors,International Atomic Energy Agency,1991,,1,Nuclear; Research Papers,,,m
,Plasma Physics and Controlled Nuclear Fusion Research,Various Authors,International Atomic Energy Agency,1991,,2,Nuclear; Research Papers,,,m
,"“Quantum Physics of Atoms, Molecules, Solids, Nuclei and Particles”",Robert Eisberg; Robert Resnick,John Wiley And Sons,1985,Second,,QM; Planck; Photons; De Broglie; Bohrs Atom Model; Schroedinger; Orbital Angular Momentum; Quantum Statistics; Semiconductors; Nuclear Decay and Reactions; Elementary Particles,Cathy Fleming,,Y
,Phase Space Approach to Nuclear Dynamics,M. Di Toro; W. Norenberg; M. Rosina; S. Stringari,World Scientific,1986,,,Nuclear; Critical States; Collisions; Nuclear Models; Research Papers,,,m
,Introduction to Elementary Particle Physics,R. E. Marshak; E. C. G. Sudarshan,Interscience Publishers,1961,,,Particle; Elementary Particles; Discrete Transformation; Additive Conservation Law; Isospin Rotation,S. O'Connor,,Y
,The Particles of Modern Physics,J. D. Stranathan,The Blakiston Company,1945,,,Particle; Ions; Electron; Electrical Discharge; Cathode Ray; Isotopes; Photons; X-Ray; Positron; Neutron; Cosmic Ray,Ex-Libris,,Y
,Intermolecular and Surface Forces,Jacob N. Israelachvili,Academic Press,2006,Second,,Particle; Intermolecular Forces; Van Der Waals; Hydrogen Bonding; Adhesion; Self Assembly; Lipid Bilayer,,,Y
