IDnumb,Title,Author(s)/Editor(s),Publisher,Year,volume,Edition,Subjects,donor,Comment,Relevance
531.1,The Lloyd William Taylor Manual Of Advanced Undergraduate Experiments In Physics,Thomas Benjamin Brown; Ralph Hoyt Bacon; Sanborn Conner Brown; Richard Harris Howe; Ralph Ronald Palmer; Louis Russell Weber; Robert Lemmerman Weber; Francis Toussaint Worrell,Addison-Weslley Publishing Co.,1959,,,General Physics; Experimental Physics; Experimental Techniques; Mathematics; Laboratory Techniques; Classical Mechanics; Material Properties; Statics; Scattering Theory; Oscillations; Fluid Mechanics; Thermodynamics; Thermal Expansion; Thermometry; Radiation; Kinetic Theory; Low Temperatures; Acoustics; Acoustic Analysis; Optics; Optical Instrumentation; Electromagnetism; Valve Circuits; Electronics; Atomic Physics; Nuclear Physics; Zeeman Effect,,,Y
531.1,The Physical Properties Of Colloidal Solutions,E. F. Burton,Longmans Green And Co.,1916,,,General Physics; Brownian Motion; Optics; Colloids,,,Y
531.1,Energy,Bruce Chalmers,Academic Press,1963,,,General Physics; Classical Mechanics; Thermodynamics; Kinetic Theory; Heat Capacity; Radiation; Chemistry; Atomic Physics; Electricity; Nuclear Physics,Ex-Libris,,Y
531.1,Osmotic Pressure,Alexander Findlay,Longmans Green And Co.,1913,,,General Physics; Biology; Chemistry; Osmosis,,Ml:?,Y
531.1,Physics Of Waves,William C. Elmore; Mark A. Heald,Mcgraw-Hill Publishing Co.,1969,,,General Physics; Wave Mechanics; Elasticity; Fluid Mechanics; Electromagnetic Radiation; Fraunhofer Diffration; Fresnel Diffraction; Spectrum Analysis,Ex-Libris,,Y
531.1,Essays In Physics,G. K. T. Conn; G. N. Fowler,Academic Press,1970,,1,General Physics; Particle Physics; Phase Transitions; Diffraction; Crystallography; Meteorites,Ex-Libris,,Y
531.1,University Of Chicago Graduate Problems In Physics With Solutions,Jeremiah A. Cronin; David F. Greenberg; Valentine L. Telegdi,Addison-Weslley Publishing Co.,1967,,,General Physics; Mathematics; Classical Mechanics; Electromagnetism; Electronics; Optics; Quantum Mechanics; Thermodynamics; Statistical Physics; Atomic Physics; Solid State Physics; Nuclear Physics; Experimental Physics,Ex-Libris,Problem And Solution Book,Y
531.1,Statistics for Technology: A Course in Applied Statistics (Science Pbs.), CHRISTOPHER CHATFIELD, CHAP.& H.,1978,,,General Physics; Probability; Mathematics; Estimation; Regression And Correlation; Experimental Techniques,S. J. Steel,,Y
531.1,Mechanical And Electrical Vibrations,J. R. Barker,Meuthuen And Co.,1964,,,General Physics; Classical Mechanics; Vibrations; Electricity; Gyroscopic Motion,Ex-Libris,,Y
531.1,Notes On Qualitive Analysis: Concise And Explanatory,H. J. H. Fenton,Cambridge University Press,1910,,,General Physics; Chemistry; Elements; Chemical Kinetics,Patrick J. Nolan,,Y
